# species: Drosophila melanogaster
# support: EXP, IMP, HMP, HEP, IDA, IGI, HGI, IPI, IEP, HDA
# associations retrieved on: 2019-04-24 10:40:28-04
# gofunc built on: 2018-02-21 10:04:34.764444-05
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.fb.gz
#   revision: 2018-02-02 $
#   downloaded on: 2018-02-14 09:47:16-05
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201512-termdb-tables.tar.gz
#   downloaded on: 2015-12-22 05:43:21-05
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2015-11-17 14:24:21.26681-05
#     synergizer db built from: Ensembl Genes 82 / Metazoa Mart / Plant Mart
#   namespace: flybasecgid_gene
#   coverage: 99.4%
# size of "genespace": 12880
# number of attributes: 8227
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
GO:0000001	mitochondrion inheritance	CG42551 CG8862
GO:0050896	response to stimulus	CG10033 CG10042 CG10059 CG10101 CG10118 CG10123 CG10146 CG10181 CG10197 CG10198 CG10206 CG10214 CG10215 CG10217 CG10226 CG10233 CG10236 CG10241 CG10244 CG10245 CG10248 CG10278 CG10279 CG10363 CG10373 CG1044 CG10489 CG10497 CG10505 CG10520 CG10523 CG10531 CG10537 CG10543 CG10564 CG10572 CG10578 CG1058 CG10609 CG10610 CG1063 CG10633 CG10658 CG10670 CG10688 CG10691 CG10692 CG10693 CG10697 CG10698 CG10759 CG1079 CG10794 CG10798 CG10805 CG1081 CG10811 CG10812 CG10816 CG10844 CG10851 CG10861 CG10888 CG10890 CG10895 CG10901 CG10912 CG10961 CG10967 CG10981 CG10997 CG11001 CG1102 CG11020 CG11051 CG11086 CG11089 CG11111 CG1112 CG11121 CG11128 CG11129 CG11130 CG11156 CG11166 CG11172 CG11198 CG11219 CG11228 CG11246 CG11301 CG11312 CG11313 CG11314 CG11315 CG11321 CG11324 CG11331 CG1135 CG11376 CG11390 CG11405 CG11426 CG11440 CG11489 CG11501 CG11502 CG11525 CG11561 CG11594 CG11604 CG11621 CG1163 CG11660 CG11709 CG1171 CG11720 CG11735 CG11761 CG11779 CG11783 CG11793 CG11798 CG11799 CG1180 CG11840 CG11842 CG11853 CG11859 CG11873 CG11888 CG11900 CG11920 CG11937 CG11943 CG11968 CG11979 CG11981 CG11987 CG11992 CG12000 CG12004 CG12008 CG12013 CG12018 CG12047 CG12072 CG12090 CG12096 CG1210 CG12101 CG12109 CG12110 CG12143 CG12157 CG12176 CG12193 CG12230 CG12244 CG12269 CG1228 CG12295 CG12297 CG12301 CG12317 CG1232 CG12325 CG12348 CG12359 CG12370 CG12403 CG1241 CG1242 CG1245 CG12487 CG12500 CG12501 CG12505 CG12526 CG12530 CG12559 CG12598 CG12676 CG12681 CG12690 CG12737 CG1274 CG12744 CG12749 CG12752 CG12763 CG12767 CG12780 CG12785 CG12789 CG12812 CG12858 CG12891 CG12913 CG12919 CG12931 CG12943 CG13072 CG13097 CG13106 CG13158 CG13185 CG13206 CG1322 CG13225 CG13316 CG13399 CG1341 CG13417 CG13422 CG13465 CG1347 CG1349 CG13510 CG13521 CG13551 CG13564 CG1361 CG13624 CG1365 CG1367 CG13687 CG13701 CG13726 CG1373 CG13732 CG13745 CG13758 CG13762 CG13778 CG13788 CG13848 CG13849 CG1385 CG1389 CG13890 CG1391 CG13948 CG13968 CG1399 CG13994 CG14027 CG1404 CG14057 CG14059 CG14076 CG14080 CG14127 CG14156 CG14157 CG1417 CG14176 CG14184 CG14217 CG14225 CG14226 CG1429 CG14296 CG1435 CG14360 CG14405 CG14411 CG1444 CG14446 CG14509 CG14531 CG14536 CG1455 CG14575 CG14585 CG14608 CG14620 CG14670 CG14686 CG1469 CG14704 CG14709 CG14722 CG14723 CG14734 CG14741 CG14788 CG14812 CG14815 CG14816 CG14884 CG14885 CG14886 CG1489 CG14898 CG14899 CG14946 CG14977 CG14979 CG14991 CG14994 CG14999 CG15010 CG15066 CG15078 CG15088 CG15095 CG15104 CG1511 CG15113 CG1517 CG15170 CG15173 CG1519 CG15224 CG15231 CG15302 CG15319 CG15329 CG15371 CG15441 CG15444 CG1548 CG15481 CG15503 CG1554 CG15581 CG1559 CG15611 CG15627 CG15678 CG15685 CG15704 CG15736 CG15779 CG15792 CG15793 CG15811 CG15825 CG15860 CG15917 CG1594 CG1600 CG1609 CG1633 CG1634 CG1643 CG16705 CG16708 CG1671 CG16712 CG16718 CG16740 CG16755 CG16766 CG16778 CG16793 CG16801 CG16833 CG16844 CG1689 CG16910 CG16916 CG16928 CG16944 CG16961 CG16973 CG16983 CG1709 CG17090 CG1712 CG17142 CG17143 CG17150 CG17161 CG17240 CG17241 CG1725 CG17250 CG17255 CG17269 CG17299 CG1732 CG17331 CG17437 CG17520 CG1753 CG17540 CG17579 CG17584 CG17611 CG1762 CG1765 CG1768 CG17680 CG17686 CG17737 CG17753 CG17759 CG17767 CG1780 CG17800 CG17835 CG17836 CG17853 CG17856 CG17867 CG17868 CG17870 CG17885 CG17888 CG17907 CG17911 CG17919 CG1794 CG1795 CG17998 CG18009 CG18028 CG18041 CG18090 CG18102 CG18106 CG18108 CG18112 CG18214 CG18243 CG18247 CG18271 CG18287 CG18314 CG18319 CG18332 CG18345 CG18362 CG18372 CG18389 CG18398 CG18412 CG18492 CG18495 CG18497 CG1854 CG1857 CG18594 CG18619 CG1862 CG1869 CG18741 CG18743 CG1877 CG1878 CG18801 CG18859 CG1891 CG1898 CG1906 CG1912 CG1913 CG1925 CG1937 CG1945 CG1954 CG1960 CG1978 CG1981 CG1994 CG2013 CG2022 CG2028 CG2031 CG2038 CG2048 CG2051 CG2054 CG2056 CG2078 CG2079 CG2081 CG2086 CG2087 CG2107 CG2114 CG2125 CG2139 CG2151 CG2152 CG2158 CG2161 CG2171 CG2204 CG2216 CG2247 CG2248 CG2259 CG2272 CG2275 CG2331 CG2346 CG2397 CG2520 CG2525 CG2621 CG2647 CG2657 CG2666 CG2677 CG2708 CG2759 CG2813 CG2835 CG2845 CG2849 CG2864 CG2902 CG2914 CG2932 CG2972 CG2980 CG30010 CG30092 CG30098 CG30149 CG3016 CG30169 CG3018 CG3025 CG3026 CG30293 CG30344 CG30349 CG30361 CG30382 CG3039 CG30410 CG3048 CG30489 CG3051 CG3056 CG3066 CG3071 CG3086 CG3093 CG3095 CG31005 CG31009 CG31033 CG31059 CG31069 CG31132 CG31148 CG31193 CG31196 CG31216 CG31217 CG31284 CG31299 CG31359 CG31366 CG31414 CG3143 CG31438 CG31449 CG31472 CG31507 CG31508 CG31509 CG31519 CG3152 CG31671 CG31691 CG31718 CG31732 CG31742 CG31764 CG31770 CG3178 CG31783 CG31805 CG31884 CG31976 CG32042 CG3206 CG3209 CG32100 CG32146 CG32185 CG32190 CG32217 CG32220 CG32255 CG32261 CG32274 CG32279 CG32282 CG32283 CG32296 CG3234 CG32346 CG32350 CG32382 CG32383 CG32401 CG32417 CG32423 CG32438 CG32443 CG32464 CG3249 CG32495 CG32498 CG32538 CG32575 CG32592 CG32593 CG3265 CG32654 CG32703 CG32704 CG32706 CG32795 CG3284 CG32858 CG3291 CG3294 CG3302 CG3307 CG33106 CG33117 CG33126 CG33129 CG33134 CG3315 CG33174 CG33192 CG33193 CG33194 CG33202 CG3326 CG33261 CG3329 CG33298 CG33320 CG33321 CG33329 CG3333 CG33336 CG33338 CG33348 CG33349 CG33350 CG33351 CG33478 CG33503 CG33524 CG33528 CG33546 CG33550 CG33706 CG3380 CG33924 CG33955 CG33956 CG33990 CG3401 CG34058 CG3422 CG34353 CG34356 CG34358 CG34362 CG34380 CG34407 CG34455 CG3454 CG3460 CG3477 CG3478 CG3504 CG3510 CG3524 CG3525 CG3527 CG3569 CG3576 CG3595 CG3599 CG3615 CG3620 CG3658 CG3682 CG3694 CG3696 CG3697 CG3715 CG3722 CG3736 CG3743 CG3752 CG3758 CG3772 CG3790 CG3810 CG3836 CG3837 CG3848 CG3850 CG3856 CG3857 CG3869 CG3879 CG3889 CG3921 CG3931 CG3936 CG3938 CG3943 CG3962 CG3966 CG3983 CG3985 CG3994 CG4001 CG4003 CG4006 CG40127 CG40129 CG4026 CG4029 CG4038 CG40411 CG4062 CG4063 CG4128 CG4141 CG4147 CG4152 CG4153 CG4154 CG4167 CG4183 CG4185 CG4190 CG4193 CG4200 CG4201 CG4208 CG4209 CG4212 CG4215 CG4217 CG42230 CG42247 CG4225 CG42261 CG42273 CG42275 CG42301 CG42315 CG42332 CG42341 CG42350 CG42352 CG42358 CG42359 CG42373 CG4241 CG42447 CG4252 CG42522 CG42543 CG42564 CG4257 CG42584 CG4261 CG42636 CG4264 CG42640 CG42642 CG42643 CG42665 CG42667 CG42678 CG42679 CG42701 CG4276 CG42783 CG42856 CG42872 CG4290 CG4306 CG43119 CG4312 CG4319 CG4320 CG43227 CG43286 CG43368 CG43369 CG4345 CG4347 CG4349 CG4353 CG4365 CG43662 CG43720 CG4373 CG43738 CG43745 CG43756 CG4379 CG4380 CG4389 CG43934 CG43976 CG4398 CG44015 CG44122 CG44128 CG44154 CG44167 CG44246 CG4432 CG4437 CG44425 CG4443 CG4449 CG4460 CG4461 CG4463 CG4466 CG4468 CG4472 CG44746 CG4476 CG4482 CG4494 CG4501 CG45051 CG45074 CG45077 CG4523 CG4533 CG4535 CG4536 CG4539 CG4550 CG4551 CG4559 CG4574 CG4583 CG4602 CG4604 CG4637 CG4654 CG4656 CG4673 CG4699 CG4700 CG4705 CG4738 CG4740 CG4792 CG4799 CG4800 CG4805 CG4845 CG4857 CG4859 CG4866 CG4879 CG4898 CG4903 CG4909 CG4916 CG4919 CG4978 CG5006 CG5008 CG5014 CG5018 CG5029 CG5092 CG5097 CG5099 CG5109 CG5110 CG5118 CG5123 CG5124 CG5125 CG5127 CG5154 CG5164 CG5179 CG5189 CG5192 CG5198 CG5210 CG5237 CG5241 CG5247 CG5248 CG5249 CG5258 CG5279 CG5289 CG5363 CG5370 CG5373 CG5387 CG5429 CG5436 CG5465 CG5475 CG5483 CG5489 CG5490 CG5495 CG5499 CG5517 CG5524 CG5540 CG5576 CG5582 CG5588 CG5591 CG5594 CG5603 CG5609 CG5610 CG5625 CG5632 CG5638 CG5640 CG5648 CG5650 CG5670 CG5671 CG5680 CG5682 CG5684 CG5685 CG5686 CG5701 CG5714 CG5725 CG5748 CG5751 CG5771 CG5772 CG5802 CG5834 CG5842 CG5844 CG5848 CG5887 CG5896 CG5899 CG5949 CG5952 CG5974 CG5992 CG5993 CG6005 CG6018 CG6019 CG6030 CG6042 CG6053 CG6058 CG6064 CG6070 CG6103 CG6121 CG6124 CG6134 CG6137 CG6147 CG6153 CG6167 CG6168 CG6186 CG6187 CG6188 CG6203 CG6214 CG6223 CG6233 CG6272 CG6281 CG6292 CG6303 CG6330 CG6338 CG6339 CG6358 CG6367 CG6376 CG6391 CG6413 CG6461 CG6489 CG6492 CG6493 CG6494 CG6496 CG6499 CG6509 CG6513 CG6518 CG6521 CG6535 CG6562 CG6589 CG6593 CG6598 CG6601 CG6639 CG6646 CG6647 CG6666 CG6667 CG6673 CG6677 CG6679 CG6687 CG6706 CG6743 CG6750 CG6754 CG6757 CG6768 CG6773 CG6779 CG6794 CG6798 CG6819 CG6829 CG6835 CG6852 CG6871 CG6874 CG6877 CG6888 CG6890 CG6892 CG6895 CG6904 CG6920 CG6932 CG6936 CG6946 CG6963 CG6975 CG7000 CG7002 CG7003 CG7021 CG7034 CG7052 CG7056 CG7066 CG7068 CG7070 CG7074 CG7097 CG7109 CG7111 CG7121 CG7123 CG7138 CG7143 CG7146 CG7158 CG7171 CG7172 CG7188 CG7189 CG7199 CG7212 CG7217 CG7219 CG7221 CG7223 CG7224 CG7246 CG7254 CG7257 CG7263 CG7266 CG7281 CG7292 CG7303 CG7347 CG7356 CG7364 CG7385 CG7390 CG7391 CG7392 CG7393 CG7408 CG7409 CG7411 CG7413 CG7431 CG7437 CG7439 CG7452 CG7454 CG7459 CG7483 CG7486 CG7487 CG7496 CG7507 CG7528 CG7532 CG7533 CG7540 CG7563 CG7584 CG7586 CG7590 CG7598 CG7602 CG7604 CG7609 CG7619 CG7626 CG7627 CG7629 CG7637 CG7642 CG7643 CG7669 CG7672 CG7717 CG7727 CG7728 CG7749 CG7764 CG7769 CG7788 CG7811 CG7832 CG7843 CG7850 CG7855 CG7875 CG7885 CG7887 CG7891 CG7892 CG7893 CG7922 CG7925 CG7926 CG7948 CG7957 CG7962 CG7978 CG7986 CG8002 CG8019 CG8028 CG8038 CG8057 CG8064 CG8068 CG8091 CG8095 CG8127 CG8147 CG8151 CG8153 CG8167 CG8171 CG8175 CG8190 CG8193 CG8198 CG8201 CG8203 CG8216 CG8222 CG8224 CG8233 CG8238 CG8246 CG8261 CG8266 CG8269 CG8274 CG8285 CG8293 CG8297 CG8317 CG8318 CG8380 CG8392 CG8394 CG8403 CG8416 CG8418 CG8428 CG8440 CG8444 CG8453 CG8458 CG8472 CG8479 CG8502 CG8517 CG8522 CG8523 CG8527 CG8546 CG8556 CG8571 CG8573 CG8580 CG8585 CG8591 CG8595 CG8601 CG8609 CG8663 CG8669 CG8678 CG8707 CG8709 CG8711 CG8713 CG8722 CG8725 CG8727 CG8730 CG8739 CG8745 CG8756 CG8770 CG8778 CG8783 CG8804 CG8807 CG8816 CG8827 CG8843 CG8846 CG8859 CG8873 CG8885 CG8896 CG8942 CG8971 CG8978 CG8979 CG8993 CG8995 CG9003 CG9005 CG9006 CG9008 CG9027 CG9032 CG9042 CG9046 CG9056 CG9075 CG9078 CG9080 CG9104 CG9107 CG9115 CG9126 CG9151 CG9155 CG9172 CG9181 CG9193 CG9206 CG9236 CG9245 CG9249 CG9272 CG9280 CG9307 CG9317 CG9334 CG9347 CG9351 CG9358 CG9366 CG9372 CG9375 CG9398 CG9415 CG9422 CG9423 CG9433 CG9434 CG9438 CG9446 CG9456 CG9470 CG9472 CG9473 CG9475 CG9518 CG9523 CG9533 CG9537 CG9539 CG9553 CG9554 CG9556 CG9565 CG9588 CG9613 CG9633 CG9652 CG9668 CG9675 CG9700 CG9715 CG9738 CG9746 CG9750 CG9762 CG9797 CG9799 CG9809 CG9820 CG9829 CG9878 CG9880 CG9888 CG9904 CG9925 CG9935 CG9943 CG9976 CG9989 CR42900 CR42907 CR42943 CR42946 CR42949 CR42950 CR42959 CR42963 CR42973 CR42992 CR42995 CR43013 CR43015 CR43017 CR43018 CR43028 CR43029 CR43032 CR43040 CR43044 CR43344
GO:0050905	neuromuscular process	CG11020 CG11671 CG3740 CG4536 CG5670 CG5685 CG5842 CG5996 CG6892 CR42900 CR43015
GO:0050906	detection of stimulus involved in sensory perception	CG10101 CG10497 CG10564 CG1058 CG10609 CG10633 CG10759 CG1079 CG11020 CG11735 CG12193 CG12269 CG12295 CG12501 CG12526 CG12681 CG12858 CG12931 CG13106 CG13158 CG13206 CG13225 CG13316 CG13726 CG13968 CG14076 CG14156 CG14157 CG14176 CG14360 CG14446 CG14585 CG14608 CG14741 CG14946 CG15078 CG15302 CG15581 CG15627 CG15685 CG15704 CG15779 CG15860 CG16718 CG16755 CG16793 CG16961 CG1709 CG17241 CG17250 CG17584 CG17800 CG17853 CG17867 CG17868 CG17885 CG17911 CG1854 CG18859 CG1978 CG2204 CG2657 CG30382 CG31519 CG31718 CG31976 CG3206 CG32146 CG32255 CG32261 CG32401 CG32464 CG32592 CG32704 CG33202 CG33478 CG34356 CG34362 CG34380 CG3478 CG3504 CG3569 CG3620 CG3772 CG4185 CG4209 CG42261 CG42315 CG42352 CG42584 CG42642 CG42643 CG43368 CG43738 CG4398 CG44122 CG44746 CG4535 CG5006 CG5540 CG5751 CG5842 CG6018 CG6203 CG6499 CG6518 CG6679 CG7000 CG7066 CG7385 CG7454 CG7669 CG7875 CG7887 CG8216 CG8297 CG8440 CG8546 CG8978 CG9151 CG9317 CG9472 CG9523 CG9565 CG9700 CG9820 CG9880
GO:0050907	detection of chemical stimulus involved in sensory perception	CG10101 CG10564 CG10609 CG10633 CG10759 CG11735 CG12193 CG12501 CG12526 CG12931 CG13106 CG13158 CG13206 CG13225 CG13726 CG14076 CG14156 CG14157 CG14176 CG14360 CG14585 CG14741 CG15302 CG15581 CG15627 CG15685 CG15779 CG16755 CG16961 CG17241 CG17250 CG17584 CG17853 CG17867 CG17868 CG17885 CG17911 CG1854 CG18859 CG1978 CG2657 CG31519 CG31718 CG3206 CG32255 CG32261 CG32401 CG32704 CG33478 CG3569 CG3620 CG42315 CG42352 CG42584 CG42642 CG42643 CG5006 CG5540 CG5751 CG6499 CG6679 CG7000 CG7385 CG7454 CG7887 CG9151 CG9700 CG9820 CG9880
GO:0050908	detection of light stimulus involved in visual perception	CG10497 CG32146 CG43368 CG4535 CG7875 CG9317 CG9523
GO:0050909	sensory perception of taste	CG1063 CG11575 CG12663 CG12906 CG13439 CG13888 CG14686 CG14987 CG15732 CG15779 CG1712 CG17213 CG17228 CG18287 CG2204 CG2835 CG30186 CG32255 CG32256 CG32257 CG32258 CG32261 CG34058 CG3671
GO:0050910	detection of mechanical stimulus involved in sensory perception of sound	CG7669
GO:0050911	detection of chemical stimulus involved in sensory perception of smell	CG10101 CG10609 CG10759 CG11735 CG12193 CG12501 CG12526 CG12931 CG13106 CG13158 CG13206 CG13225 CG13726 CG14156 CG14157 CG14176 CG14360 CG14585 CG14741 CG15302 CG15581 CG15627 CG15685 CG16755 CG16961 CG17241 CG17250 CG17584 CG17853 CG17867 CG17868 CG17885 CG17911 CG1854 CG18859 CG1978 CG31519 CG3206 CG32401 CG32704 CG33478 CG3569 CG42584 CG5006 CG5540 CG6499 CG6679 CG7000 CG7385 CG7454 CG7887 CG9151 CG9700 CG9820 CG9880
GO:0050912	detection of chemical stimulus involved in sensory perception of taste	CG10564 CG15779 CG32255 CG32261 CG3620 CG5751
GO:0050913	sensory perception of bitter taste	CG12906 CG30186
GO:0050914	sensory perception of salty taste	CG13439 CG18287 CG34058
GO:0050916	sensory perception of sweet taste	CG13888 CG14987 CG15779 CG1712 CG2204 CG2835 CG30186 CG32255 CG32256 CG32257 CG32258 CG32261 CG3671
GO:0050918	positive chemotaxis	CG10367 CG33960 CG42338 CG4561 CG5723
GO:0050919	negative chemotaxis	CG15138 CG17348 CG18361 CG3915 CG4698 CG4700 CG5490 CG6407 CG6725 CG6806 CG6867 CG8804 CG8805 CG9280 CG9739
GO:0050920	regulation of chemotaxis	CG10443 CG10521 CG11084 CG11136 CG11199 CG11895 CG12108 CG15433 CG16801 CG17697 CG18361 CG18657 CG2248 CG43758 CG4561 CG6407 CG7100 CG7659 CG8075 CG9553
GO:0050921	positive regulation of chemotaxis	CG11084 CG11895 CG16801 CG17697 CG18361 CG2248 CG43758 CG6407 CG8075 CG9553
GO:0050922	negative regulation of chemotaxis	CG11136 CG7659
GO:0050923	regulation of negative chemotaxis	CG43758
GO:0050924	positive regulation of negative chemotaxis	CG43758
GO:0050929	induction of negative chemotaxis	CG43758
GO:0050931	pigment cell differentiation	CG5227
GO:0050932	regulation of pigment cell differentiation	CG17596
GO:0050941	negative regulation of pigment cell differentiation	CG17596
GO:0050953	sensory perception of light stimulus	CG12120 CG4211 CG6728 CG9317
GO:0050954	sensory perception of mechanical stimulus	CG10426 CG1058 CG10642 CG10671 CG11020 CG11253 CG11387 CG11759 CG11838 CG12026 CG1216 CG12530 CG12548 CG13207 CG13636 CG14585 CG14620 CG14636 CG14921 CG1501 CG15148 CG1517 CG17632 CG1768 CG18345 CG18408 CG2248 CG2902 CG30263 CG31006 CG31284 CG31320 CG3182 CG3265 CG33513 CG33957 CG3504 CG3723 CG42247 CG42667 CG42734 CG42864 CG4329 CG4536 CG4881 CG5192 CG5279 CG5526 CG5670 CG5842 CG5962 CG6053 CG6129 CG6312 CG6464 CG7314 CG7508 CG7595 CG7672 CG7875 CG7925 CG8086 CG8472 CG8594 CG8663 CG9261 CG9313 CG9398 CG9492
GO:0050958	magnetoreception	CG3772
GO:0050960	detection of temperature stimulus involved in thermoception	CG15860 CG16793 CG5751 CG9472
GO:0050961	detection of temperature stimulus involved in sensory perception	CG1079 CG12269 CG12295 CG12681 CG12858 CG13316 CG13968 CG14446 CG14608 CG14946 CG15078 CG15704 CG15860 CG16718 CG16793 CG1709 CG2204 CG30382 CG31976 CG32464 CG32592 CG33202 CG34356 CG34362 CG34380 CG3478 CG4185 CG4209 CG42261 CG43738 CG4398 CG44122 CG44746 CG5751 CG6018 CG7066 CG8216 CG8297 CG8440 CG8978 CG9472 CG9565
GO:0050962	detection of light stimulus involved in sensory perception	CG10497 CG32146 CG3504 CG3772 CG43368 CG4535 CG6518 CG7875 CG9317 CG9523
GO:0050965	detection of temperature stimulus involved in sensory perception of pain	CG1079 CG12269 CG12295 CG12681 CG12858 CG13316 CG13968 CG14446 CG14608 CG14946 CG15078 CG15704 CG15860 CG16718 CG1709 CG2204 CG30382 CG31976 CG32464 CG32592 CG33202 CG34356 CG34362 CG34380 CG3478 CG4185 CG4209 CG42261 CG43738 CG4398 CG44122 CG44746 CG5751 CG6018 CG7066 CG8216 CG8297 CG8440 CG8978 CG9565
GO:0050966	detection of mechanical stimulus involved in sensory perception of pain	CG1058 CG15860 CG3478 CG8546
GO:0050968	detection of chemical stimulus involved in sensory perception of pain	CG5751
GO:0050974	detection of mechanical stimulus involved in sensory perception	CG1058 CG11020 CG15860 CG17800 CG3478 CG5842 CG6203 CG7669 CG8546
GO:0050975	sensory perception of touch	CG1058 CG11020 CG1216 CG12530 CG1517 CG2248 CG2902 CG33513 CG6129 CG8594
GO:0050976	detection of mechanical stimulus involved in sensory perception of touch	CG11020 CG17800 CG5842 CG6203
GO:0050980	detection of light stimulus involved in magnetoreception	CG3772
GO:0050982	detection of mechanical stimulus	CG1058 CG11020 CG15860 CG17800 CG3478 CG5842 CG6203 CG7669 CG8546
GO:0050994	regulation of lipid catabolic process	CG10374 CG3576 CG8783 CG9057 CG9104
GO:0050995	negative regulation of lipid catabolic process	CG3576 CG9057
GO:0050996	positive regulation of lipid catabolic process	CG10374 CG8783 CG9104
GO:0050997	quaternary ammonium group binding	CG32975
GO:0051010	microtubule plus-end binding	CG10249 CG1763 CG5020
GO:0051011	microtubule minus-end binding	CG33130
GO:0051012	microtubule sliding	CG7765 CG7831 CG9191
GO:0051013	microtubule severing	CG10229 CG3326 CG5977
GO:0051014	actin filament severing	CG5869
GO:0051015	actin filament binding	CG10083 CG13503 CG1822 CG31045 CG31374 CG42840 CG4376 CG4532 CG4845 CG4898 CG5695
GO:0051016	barbed-end actin filament capping	CG10540 CG17158
GO:0051017	actin filament bundle assembly	CG12676 CG13176 CG14622 CG2248 CG32397 CG32858 CG42864 CG4316 CG43162 CG4353 CG4376 CG44128 CG4898 CG5588 CG6998 CG7524 CG8416 CG8556 CG8874
GO:0051018	protein kinase A binding	CG13388 CG2212 CG44835
GO:0051019	mitogen-activated protein kinase binding	CG17342
GO:0051020	GTPase binding	CG10295 CG10653 CG10703 CG11061 CG11490 CG11556 CG11621 CG11622 CG11727 CG12001 CG12737 CG12753 CG12946 CG13176 CG14895 CG1569 CG17360 CG1768 CG18582 CG2595 CG2615 CG30115 CG30388 CG31037 CG31064 CG32485 CG32654 CG33206 CG34414 CG3493 CG3532 CG4030 CG4057 CG42274 CG42312 CG42612 CG4840 CG4925 CG5483 CG5625 CG5978 CG6605 CG6606 CG6607 CG6811 CG6939 CG7034 CG7085 CG7146 CG7371 CG7578 CG8114 CG8449 CG8487 CG8506 CG8578 CG8843 CG8865 CG8965 CG9063 CG9491 CG9590 CG9774 CG9900
GO:0051028	mRNA transport	CG12752 CG15191 CG1664 CG1938 CG2031 CG31671 CG32562 CG4051 CG6203 CG6605 CG6694 CG7269 CG7351 CG7831 CG8269 CG8308 CG9206
GO:0051036	regulation of endosome size	CG12008 CG12770 CG4030 CG5730 CG7890 CG9139
GO:0051037	regulation of transcription involved in meiotic cell cycle	CG12196 CG14016 CG2075 CG8484
GO:0051038	negative regulation of transcription involved in meiotic cell cycle	CG12196
GO:0051039	positive regulation of transcription involved in meiotic cell cycle	CG14016 CG2075 CG8484
GO:0051046	regulation of secretion	CG10047 CG1063 CG10798 CG10882 CG11098 CG11172 CG11173 CG11660 CG11859 CG1214 CG1250 CG12918 CG13253 CG15078 CG15917 CG16987 CG18734 CG1954 CG2048 CG2099 CG2522 CG2903 CG3093 CG31795 CG31956 CG32490 CG32593 CG32703 CG33336 CG34157 CG3608 CG4006 CG42278 CG4254 CG42665 CG43368 CG43946 CG43955 CG4755 CG5315 CG5562 CG5625 CG5695 CG5907 CG6017 CG6210 CG6359 CG6605 CG6703 CG6706 CG6757 CG6992 CG7338 CG7597 CG8317 CG8566 CG8585 CG8667 CG8776 CG9311 CG9335 CG9650 CG9850 CG9918 CR43026
GO:0051047	positive regulation of secretion	CG1063 CG10798 CG10882 CG11098 CG11660 CG11859 CG1214 CG1250 CG15917 CG1954 CG2099 CG2903 CG3093 CG31956 CG32593 CG3608 CG42278 CG4254 CG43946 CG43955 CG4755 CG5315 CG5625 CG5695 CG6017 CG6210 CG6359 CG6605 CG6757 CG7338 CG7597 CG8566 CG8667 CG9311 CG9850
GO:0051048	negative regulation of secretion	CG11172 CG11173 CG13253 CG18734 CG32490 CG32703 CG33336 CG4006 CG6706 CG8317 CG9650 CG9918 CR43026
GO:0051049	regulation of transport	CG10047 CG10084 CG10480 CG1063 CG10637 CG10701 CG10719 CG10798 CG10882 CG11098 CG11172 CG11173 CG11340 CG11430 CG11628 CG11660 CG11856 CG11859 CG11958 CG12108 CG12110 CG1214 CG12212 CG12245 CG1232 CG12473 CG1250 CG12537 CG12737 CG12806 CG12918 CG13176 CG13253 CG14217 CG14575 CG14619 CG15004 CG15078 CG15618 CG15828 CG15917 CG1664 CG16987 CG17046 CG1708 CG17596 CG17943 CG1837 CG18676 CG18734 CG1954 CG2048 CG2086 CG2099 CG2411 CG2520 CG2522 CG2903 CG3093 CG31009 CG31012 CG31092 CG31240 CG3139 CG31795 CG31911 CG31956 CG3234 CG32490 CG32593 CG32654 CG32703 CG33336 CG33472 CG33558 CG33670 CG3413 CG34157 CG34390 CG34397 CG34413 CG3608 CG3620 CG3637 CG3664 CG3671 CG3725 CG3779 CG3820 CG4006 CG4032 CG42273 CG42278 CG42279 CG4254 CG4260 CG42611 CG42665 CG43194 CG43368 CG43398 CG43749 CG43946 CG43955 CG44011 CG4468 CG4535 CG4579 CG4637 CG4699 CG4713 CG4755 CG5118 CG5315 CG5389 CG5483 CG5562 CG5625 CG5695 CG5722 CG5771 CG5809 CG5907 CG5993 CG6017 CG6025 CG6054 CG6116 CG6124 CG6210 CG6259 CG6359 CG6383 CG6518 CG6551 CG6605 CG6622 CG6694 CG6703 CG6706 CG6757 CG6811 CG6819 CG6963 CG6992 CG7050 CG7073 CG7177 CG7214 CG7338 CG7398 CG7417 CG7578 CG7597 CG7700 CG8269 CG8274 CG8279 CG8293 CG8317 CG8385 CG8472 CG8506 CG8566 CG8585 CG8667 CG8739 CG8776 CG8817 CG8843 CG9012 CG9057 CG9126 CG9191 CG9209 CG9311 CG9335 CG9339 CG9388 CG9539 CG9650 CG9753 CG9850 CG9918 CG9998 CR43026
